Nom_Fr,Nom_Ar,apports,id_barrage,lachers,stock,cumul_mensuel_apports,cumul_annuel_apports,cumul_mensuel_lachers,cumul_annuel_lachers,moy_mois,cumul_annee_prec,moy_periode,stock_annee_prec,Cap_tot_act,Cote,Cap_tot_init,fonctionnel,Annee_prod,Latitude,Longitude,Bassin_versant,Date
kebir,الكبير,0.0401794,31,0.0,23.3688,1.65489,14.2158,0.0,0.0,11.0037,5.98712,25.0723,5.7188,64.4,85.0,64.4,1.0,2014,36.8751,8.71699,85.2,2024-02-15 00:00:00
moula,المولى,0.0,32,0.09105,23.516,0.585312,8.58116,1.41064,9.50273,7.57209,2.82918,22.6534,26.3226,26.3,110.0,26.3,1.0,2013,36.9347,8.84504,58.0,2024-02-15 00:00:00
selbarrak,سيدي البــــراق,0.251165,11,0.307,131.504,5.88526,96.175,4.97441,56.4842,76.5082,61.2554,186.899,177.502,286.514,27.0,286.514,1.0,1999,37.0261,8.93618,865.0,2024-02-15 00:00:00
ziatine,الزياتين,0.0179595,12,0.054875,13.3876,0.387225,6.29945,0.812407,6.20358,5.1,10.6863,20.5321,21.1536,33.0,37.0,33.0,1.0,2012,37.1856,9.20109,95.0,2024-02-15 00:00:00
gamgoum,القمقوم,0.0102595,13,0.0325,14.9005,0.0852619,2.05934,0.5069,3.44577,2.4864,4.20493,5.16455,17.8942,18.3,48.0,18.3,1.0,2012,37.1991,9.26906,35.5,2024-02-15 00:00:00
harka,الحركة,0.00187367,35,0.0,8.61662,0.0409772,4.38645,0.0,14.1918,4.39,6.59592,17.2918,29.5439,30.3,38.4,30.3,1.0,2016,37.0605,9.23982,77.0,2024-02-15 00:00:00
siliana,سليانـــــــة,0.00558091,14,0.0,7.72974,0.0716217,3.62813,0.0,0.1382,5.66166,3.35697,21.2106,5.02475,33.4411,388.5,70.0,1.0,1987,36.1571,9.35208,1040.0,2024-02-15 00:00:00
lakhmess,لخمـــــــاس,0.00103362,15,0.000171,1.81881,0.0389885,0.454852,0.038337,1.05607,1.62847,0.620288,6.88973,4.26033,7.22,517.06,8.22,1.0,1966,35.9952,9.47242,127.0,2024-02-15 00:00:00
rmil,الرميـــــــل,0.000731,16,0.00324,0.659,0.00970839,0.362165,0.01332,0.024588,2.02382,0.222891,6.67364,0.34,2.0,285.0,4.0,1.0,2002,36.302,9.50269,232.0,2024-02-15 00:00:00
birmcherga,بئر المشارقـــة,0.00614815,17,0.0012,12.8836,0.0811085,6.30668,0.018,0.836584,4.8588,1.89131,17.1993,13.3699,41.599,122.5,52.9,1.0,1971,36.5112,10.0114,1263.0,2024-02-15 00:00:00
rmel,الرمــــــل,0.0,18,0.00578,4.6675,0.034844,5.86983,0.08628,0.377994,1.25125,0.928725,12.0945,0.900043,23.83,43.0,22.0,1.0,1998,36.3318,10.3597,675.0,2024-02-15 00:00:00
nebhana,نبهانــــــة,0.00950208,19,0.02734,2.88853,0.0836861,1.24643,0.2009,0.831247,2.4881,1.55768,13.6662,8.20701,58.76,230.0,86.5,1.0,1965,36.06,9.87235,855.0,2024-02-15 00:00:00
sidisaad,سيدي سعـــد,0.0,20,0.036313,30.3031,0.329008,3.01017,0.450057,1.34418,1.48658,6.69181,31.2938,30.9726,133.317,270.0,209.0,1.0,1981,35.3901,9.69476,8950.0,2024-02-15 00:00:00
elhaouareb,هـــــــوارب,0.00259265,21,0.00252,0.00576132,0.0269734,0.135984,0.02592,0.11052,1.37654,2.71785,10.6832,0.822373,77.47,217.0,0.0,1.0,1989,35.5727,9.74681,1120.0,2024-02-15 00:00:00
sficifa,سفيسيفة,0.000524475,22,0.0,1.71246,0.00544871,0.379755,0.0,0.01,0.0339216,0.257608,1.13464,1.64348,7.71,677.8,4.24,1.0,2005,35.3413,9.07053,173.65,2024-02-15 00:00:00
sidiach,سيدي يعيــــش,0.00129375,23,0.0,1.337,0.0139725,0.251764,0.0,0.0,0.0162246,0.51545,1.42678,1.91932,88.0,541.0,88.0,1.0,1997,34.7468,8.74761,1900.0,2024-02-15 00:00:00
elbrek,البــــــــرك,0.0006105,24,0.0,0.06,0.0065934,0.141001,0.0,0.0,0.1938,0.123931,1.60248,0.06,16.0,849.0,16.0,1.0,2002,35.4705,8.96766,293.0,2024-02-15 00:00:00
bezirk,بزيـــــــغ,0.000242947,25,0.0,0.18234,0.00219575,0.176622,0.0,0.214,0.84934,0.249078,3.4142,0.6024,5.01,54.62,6.5,1.0,1959,36.7159,10.6262,86.0,2024-02-15 00:00:00
chiba,شيبـــــــة,1.02734e-06,26,0.0,0.000475792,1.46531e-05,0.000287817,0.0,0.0,1.09095,0.00974554,4.61032,0.00239247,5.045,77.88,7.8,1.0,1963,36.6923,10.7697,64.0,2024-02-15 00:00:00
masri,مصــــــري,0.0,27,0.17,3.41887,0.0232285,1.16935,1.64,2.59891,0.691901,0.542469,3.02024,3.24612,5.193,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2024-02-15 00:00:00
lebna,لبنــــــــة,0.00133609,28,0.0,0.759431,0.0134486,0.382894,0.0,0.0,3.76017,0.634461,13.0016,2.6828,23.3053,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2024-02-15 00:00:00
hma,الحمـــــى,0.0,29,0.0,0.488349,0.000875824,0.629013,0.0,0.0,0.432658,0.131648,3.19915,0.296916,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2024-02-15 00:00:00
abid,العبيـــــــد,0.000432842,30,0.0,0.819403,0.00671582,0.218921,0.0,0.0,0.734283,0.316341,3.69956,1.07721,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2024-02-15 00:00:00
mellegue,مـــــلاق,0.00294472,1,0.03,5.01661,0.0389898,3.67751,0.42,11.0308,9.45404,14.5557,102.535,15.4857,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2024-02-14 00:00:00
sarrat,سراط,0.0123109,36,0.067295,7.61976,0.0501469,1.69452,0.368494,0.835529,0.678,2.73734,9.863,4.06698,21.0,546.0,21.0,1.0,2016,49.9167,26.5833,1850.0,2024-02-14 00:00:00
benmetir,بنيمطيــر,0.149774,2,0.03456,35.7241,2.75567,20.1531,0.48384,5.77152,9.88153,6.68929,24.8357,19.6737,60.393,436.5,61.63,1.0,1954,36.7471,8.74188,103.0,2024-02-14 00:00:00
kasseb,كســاب,0.101367,3,0.028512,19.849,1.02588,18.6102,0.399168,5.67073,11.175,7.47346,25.1419,15.3266,76.9,292.04,81.875,1.0,1968,36.7614,9.0023,101.0,2024-02-14 00:00:00
barbara,بربرة,0.231308,4,0.100716,58.6827,6.02161,46.3662,5.6983,40.6281,20.8577,16.6714,50.6469,63.2648,64.7,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2024-02-14 00:00:00
sidisalem,سيدي ســــالم,0.305415,5,0.0432,201.388,4.85341,63.7673,1.80438,48.3869,93.8696,24.1986,199.698,91.7744,580.35,115.0,814.0,1.0,1981,36.5907,9.39706,7950.0,2024-02-14 00:00:00
bouheurtma,بو هرتمـــــه,0.154915,6,0.028607,55.0466,3.793,32.9306,0.444757,8.63297,22.6967,13.4147,43.6626,25.6482,112.037,221.0,117.5,1.0,1976,36.6719,8.78758,390.0,2024-02-14 00:00:00
joumine,جوميــــــن,0.0672359,7,0.091372,30.8197,1.24178,20.8859,0.692208,2.42254,20.7104,12.5987,43.8796,23.861,118.773,90.0,129.9,1.0,1983,36.9909,9.61373,418.0,2024-02-14 00:00:00
ghezala,غزالـــــــة,0.0150257,8,0.0,1.98056,0.152253,1.54195,0.0,1.0881,2.78103,0.505809,5.29385,3.07521,10.004,82.5,11.7,1.0,1984,37.0594,9.54582,48.0,2024-02-14 00:00:00
melah,المالح,0.00717499,33,0.04978,4.609,0.329855,6.79739,0.80423,6.90232,5.7,4.78788,14.36,5.9482,41.0,136.0,41.0,1.0,2015,37.0359,9.41093,85.9,2024-02-14 00:00:00
