Nom_Fr,Nom_Ar,apports,id_barrage,lachers,stock,cumul_mensuel_apports,cumul_annuel_apports,cumul_mensuel_lachers,cumul_annuel_lachers,moy_mois,cumul_annee_prec,moy_periode,stock_annee_prec,Cap_tot_act,Cote,Cap_tot_init,fonctionnel,Annee_prod,Latitude,Longitude,Bassin_versant,Date
bouheurtma,بو هرتمـــــه,0.042832,6,0.029326,36.4981,0.0674004,16.6838,0.058489,7.42491,13.8111,7.49544,19.3941,22.064,112.037,221.0,117.5,1.0,1976,36.6719,8.78758,390.0,2024-01-02 00:00:00
joumine,جوميــــــن,0.050866,7,0.004372,18.1667,0.12317,6.36195,0.008744,0.710542,16.9966,4.61827,17.6243,20.7761,118.773,90.0,129.9,1.0,1983,36.9909,9.61373,418.0,2024-01-02 00:00:00
ghezala,غزالـــــــة,0.00363829,8,0.0,0.705598,0.0105381,0.250691,0.0,1.0881,2.15148,0.189475,1.89065,2.86467,10.004,82.5,11.7,1.0,1984,37.0594,9.54582,48.0,2024-01-02 00:00:00
melah,المالح,0.0140682,33,0.05023,1.4578,0.0372085,1.19618,0.10415,4.47352,4.37,0.539032,7.42194,1.735,41.0,136.0,41.0,1.0,2015,37.0359,9.41093,85.9,2024-01-02 00:00:00
tine,الطين,0.00093753,34,0.0,2.6719,0.00187506,1.04288,0.0,0.0,3.32,1.09912,7.13419,2.2874,34.0,136.0,34.0,1.0,2017,36.8644,9.62805,276.0,2024-01-02 00:00:00
sejnane,سجنــــــان,0.0,9,0.766892,36.6183,0.123454,9.73043,1.49679,95.7585,28.3149,8.428,36.4846,67.3569,134.014,86.5,137.5,1.0,1994,37.181,9.47513,367.0,2024-01-02 00:00:00
zarga,الزرقة,0.00269709,10,0.0,18.103,0.0181694,6.54447,0.0,1.41065,5.37,0.439489,6.98645,11.27,24.0,93.0,24.0,1.0,2012,36.8824,8.69921,60.0,2024-01-02 00:00:00
kebir,الكبير,0.0133531,31,0.0,15.9688,0.0262294,6.74216,0.0,0.0,6.45991,1.0004,13.1344,5.924,64.4,85.0,64.4,1.0,2014,36.8751,8.71699,85.2,2024-01-02 00:00:00
moula,المولى,0.0,32,0.055668,22.724,0.0,3.99514,0.111368,5.86314,6.04198,0.764465,12.9447,25.0293,26.3,110.0,26.3,1.0,2013,36.9347,8.84504,58.0,2024-01-02 00:00:00
selbarrak,سيدي البــــراق,0.10714,11,0.4425,76.626,0.307754,36.4507,0.825,49.398,67.1137,20.2114,83.1282,156.911,286.514,27.0,286.514,1.0,1999,37.0261,8.93618,865.0,2024-01-02 00:00:00
ziatine,الزياتين,0.0132856,12,0.039366,11.5752,0.0387418,2.74287,0.077273,4.57438,8.35,2.29272,9.98871,14.4914,33.0,37.0,33.0,1.0,2012,37.1856,9.20109,95.0,2024-01-02 00:00:00
gamgoum,القمقوم,0.0337964,13,0.0324,14.8505,0.0337964,0.860063,0.065,2.41307,1.37065,0.959643,2.55033,17.1385,18.3,48.0,18.3,1.0,2012,37.1991,9.26906,35.5,2024-01-02 00:00:00
harka,الحركة,0.000615537,35,0.0,7.082,0.00147729,2.78422,0.0,14.1918,5.48,1.92389,9.81355,25.1011,30.3,38.4,30.3,1.0,2016,37.0605,9.23982,77.0,2024-01-02 00:00:00
siliana,سليانـــــــة,0.00419635,14,0.0,7.79104,0.00419635,3.42923,0.023,0.0942,5.60697,3.05041,12.9324,4.84453,33.4411,388.5,70.0,1.0,1987,36.1571,9.35208,1040.0,2024-01-02 00:00:00
lakhmess,لخمـــــــاس,0.0007198,15,0.000141,1.91133,0.00156236,0.391652,0.000289,0.927204,1.58171,0.530913,4.53766,4.67422,7.22,517.06,8.22,1.0,1966,35.9952,9.47242,127.0,2024-01-02 00:00:00
rmil,الرميـــــــل,0.00059805,16,0.0,0.6794,0.00129577,0.337881,0.0,0.006948,1.39077,0.205829,4.28841,0.3688,2.0,285.0,4.0,1.0,2002,36.302,9.50269,232.0,2024-01-02 00:00:00
birmcherga,بئر المشارقـــة,0.00434462,17,0.0012,12.9584,0.00846857,6.03876,0.0024,0.783784,4.52433,1.36402,10.3639,13.4447,41.599,122.5,52.9,1.0,1971,36.5112,10.0114,1263.0,2024-01-02 00:00:00
rmel,الرمــــــل,0.0,18,0.00625,5.68096,0.0,5.80074,0.0125,0.112464,2.42798,0.844204,9.1529,0.900043,23.83,43.0,22.0,1.0,1998,36.3318,10.3597,675.0,2024-01-02 00:00:00
nebhana,نبهانــــــة,0.00206695,19,0.0,3.23362,0.00413391,1.1182,0.0,0.630347,3.34326,1.37855,9.2057,9.30287,58.76,230.0,86.5,1.0,1965,36.06,9.87235,855.0,2024-01-02 00:00:00
sidisaad,سيدي سعـــد,0.00873512,20,0.0,31.4932,0.00873512,2.29986,0.0,0.505959,7.94621,6.33454,23.0638,31.3445,133.317,270.0,209.0,1.0,1981,35.3901,9.69476,8950.0,2024-01-02 00:00:00
elhaouareb,هـــــــوارب,7.26454e-05,21,0.0,0.00576132,0.000141255,0.106872,0.0,0.0846,2.40507,2.29965,7.69583,0.592676,77.47,217.0,0.0,1.0,1989,35.5727,9.74681,1120.0,2024-01-02 00:00:00
sficifa,سفيسيفة,0.0,22,0.0,1.7504,0.000448706,0.367628,0.0,0.0,0.00757647,0.253928,1.10938,1.68142,7.71,677.8,4.24,1.0,2005,35.3413,9.07053,173.65,2024-01-02 00:00:00
sidiach,سيدي يعيــــش,0.0005175,23,0.0,1.337,0.001035,0.214504,0.0,0.0,0.0295391,0.384011,1.39045,1.91932,88.0,541.0,88.0,1.0,1997,34.7468,8.74761,1900.0,2024-01-02 00:00:00
elbrek,البــــــــرك,0.0002442,24,0.0,0.06,0.0004884,0.123418,0.0,0.0,0.21066,0.105128,1.30159,0.06,16.0,849.0,16.0,1.0,2002,35.4705,8.96766,293.0,2024-01-02 00:00:00
bezirk,بزيـــــــغ,0.000163501,25,0.0,0.18606,0.000409439,0.168208,0.0,0.214,0.743096,0.229749,2.26404,0.5896,5.01,54.62,6.5,1.0,1959,36.7159,10.6262,86.0,2024-01-02 00:00:00
chiba,شيبـــــــة,9.73269e-07,26,0.0,0.000475792,1.94654e-06,0.000244399,0.0,0.0,1.11056,0.00949098,2.98698,0.00239247,5.045,77.88,7.8,1.0,1963,36.6923,10.7697,64.0,2024-01-02 00:00:00
masri,مصــــــري,0.000192137,27,0.0,3.39908,0.00387791,1.06854,0.0,0.958905,0.629791,0.395462,2.06042,5.1928,5.193,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2024-01-02 00:00:00
lebna,لبنــــــــة,0.00125219,28,0.0,0.844955,0.00125219,0.330928,0.0,0.0,3.68089,0.4357,7.54385,2.66629,23.3053,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2024-01-02 00:00:00
hma,الحمـــــى,0.000588294,29,0.0,0.600012,0.000588294,0.624552,0.0,0.0,0.402662,0.0741095,2.59068,0.263312,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2024-01-02 00:00:00
abid,العبيـــــــد,0.000496552,30,0.0,0.848959,0.0096116,0.20253,0.0,0.0,0.684393,0.213632,2.66596,1.00887,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2024-01-02 00:00:00
mellegue,مـــــلاق,0.000752385,1,0.032784,6.4669,0.000752385,3.5021,0.032784,9.60499,12.5785,12.9469,85.6351,17.8527,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2024-01-01 00:00:00
sarrat,سراط,0.00113143,36,0.0,8.14903,0.00113143,1.60057,0.0,0.429441,0.775,2.5046,8.774,4.75863,21.0,546.0,21.0,1.0,2016,49.9167,26.5833,1850.0,2024-01-01 00:00:00
benmetir,بنيمطيــر,0.0543266,2,0.03456,26.6856,0.0543266,9.50372,0.03456,4.25088,9.80926,2.03708,10.4021,15.6372,60.393,436.5,61.63,1.0,1954,36.7471,8.74188,103.0,2024-01-01 00:00:00
kasseb,كســاب,0.0547534,3,0.026784,11.2871,0.0547534,8.74641,0.026784,4.44871,8.23838,3.22518,11.5818,15.2355,76.9,292.04,81.875,1.0,1968,36.7614,9.0023,101.0,2024-01-01 00:00:00
barbara,بربرة,0.106659,4,0.10017,58.931,0.106659,27.4037,0.10017,21.6501,18.4614,7.72713,22.3522,58.577,64.7,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2024-01-01 00:00:00
sidisalem,سيدي ســــالم,0.271826,5,0.0432,178.6,0.271826,32.4546,0.0432,39.6981,84.6304,15.0118,70.863,89.9723,580.35,115.0,814.0,1.0,1981,36.5907,9.39706,7950.0,2024-01-01 00:00:00
bouheurtma,بو هرتمـــــه,0.0245684,6,0.029163,36.411,0.0245684,16.641,0.029163,7.39559,13.8111,7.49544,18.9486,22.098,112.037,221.0,117.5,1.0,1976,36.6719,8.78758,390.0,2024-01-01 00:00:00
joumine,جوميــــــن,0.0723044,7,0.004372,18.1225,0.0723044,6.31108,0.004372,0.70617,16.9966,4.60374,17.076,20.8698,118.773,90.0,129.9,1.0,1983,36.9909,9.61373,418.0,2024-01-01 00:00:00
ghezala,غزالـــــــة,0.00689978,8,0.0,0.702307,0.00689978,0.247053,0.0,1.0881,2.15148,0.185731,1.82125,2.86467,10.004,82.5,11.7,1.0,1984,37.0594,9.54582,48.0,2024-01-01 00:00:00
melah,المالح,0.0231403,33,0.05392,1.4942,0.0231403,1.18211,0.05392,4.42329,4.37,0.539032,7.28097,1.7406,41.0,136.0,41.0,1.0,2015,37.0359,9.41093,85.9,2024-01-01 00:00:00
tine,الطين,0.00093753,34,0.0,2.6719,0.00093753,1.04195,0.0,0.0,3.32,1.09814,7.0271,2.2874,34.0,136.0,34.0,1.0,2017,36.8644,9.62805,276.0,2024-01-01 00:00:00
sejnane,سجنــــــان,0.123454,9,0.729901,36.9033,0.123454,9.73043,0.729901,94.9917,28.3149,8.40915,35.5713,67.5072,134.014,86.5,137.5,1.0,1994,37.181,9.47513,367.0,2024-01-01 00:00:00
zarga,الزرقة,0.0154723,10,0.0,18.103,0.0154723,6.54177,0.0,1.41065,5.37,0.439489,6.81323,11.29,24.0,93.0,24.0,1.0,2012,36.8824,8.69921,60.0,2024-01-01 00:00:00
kebir,الكبير,0.0128763,31,0.0,15.9564,0.0128763,6.7288,0.0,0.0,6.45991,0.999185,12.926,5.924,64.4,85.0,64.4,1.0,2014,36.8751,8.71699,85.2,2024-01-01 00:00:00
moula,المولى,0.0,32,0.0557,22.784,0.0,3.99514,0.0557,5.80747,6.04198,0.764465,12.7498,25.0437,26.3,110.0,26.3,1.0,2013,36.9347,8.84504,58.0,2024-01-01 00:00:00
selbarrak,سيدي البــــراق,0.200614,11,0.3825,76.9196,0.200614,36.3436,0.3825,48.9555,67.1137,20.2114,80.9633,157.533,286.514,27.0,286.514,1.0,1999,37.0261,8.93618,865.0,2024-01-01 00:00:00
ziatine,الزياتين,0.0254561,12,0.037907,11.6024,0.0254561,2.72959,0.037907,4.53502,8.35,2.27271,9.71935,14.5323,33.0,37.0,33.0,1.0,2012,37.1856,9.20109,95.0,2024-01-01 00:00:00
gamgoum,القمقوم,0.0,13,0.0326,14.8505,0.0,0.826267,0.0326,2.38067,1.37065,0.959643,2.50612,17.1524,18.3,48.0,18.3,1.0,2012,37.1991,9.26906,35.5,2024-01-01 00:00:00
harka,الحركة,0.000861751,35,0.0,7.082,0.000861751,2.7836,0.0,14.1918,5.48,1.92094,9.63677,25.1011,30.3,38.4,30.3,1.0,2016,37.0605,9.23982,77.0,2024-01-01 00:00:00
siliana,سليانـــــــة,0.0,14,0.023,7.79104,0.0,3.42503,0.023,0.0942,5.60697,3.04348,12.7515,4.84453,33.4411,388.5,70.0,1.0,1987,36.1571,9.35208,1040.0,2024-01-01 00:00:00
lakhmess,لخمـــــــاس,0.00084256,15,0.000148,1.91133,0.00084256,0.390932,0.000148,0.927063,1.58171,0.5282,4.48664,4.67422,7.22,517.06,8.22,1.0,1966,35.9952,9.47242,127.0,2024-01-01 00:00:00
rmil,الرميـــــــل,0.000697725,16,0.0,0.6794,0.000697725,0.337283,0.0,0.006948,1.39077,0.205829,4.24355,0.3724,2.0,285.0,4.0,1.0,2002,36.302,9.50269,232.0,2024-01-01 00:00:00
birmcherga,بئر المشارقـــة,0.00412395,17,0.0012,12.9584,0.00412395,6.03441,0.0012,0.782584,4.52433,1.34586,10.2179,13.4447,41.599,122.5,52.9,1.0,1971,36.5112,10.0114,1263.0,2024-01-01 00:00:00
rmel,الرمــــــل,0.0,18,0.00625,5.71072,0.0,5.80074,0.00625,0.106214,2.42798,0.840974,9.07458,0.900043,23.83,43.0,22.0,1.0,1998,36.3318,10.3597,675.0,2024-01-01 00:00:00
nebhana,نبهانــــــة,0.00206695,19,0.0,3.23362,0.00206695,1.11613,0.0,0.630347,3.34326,1.37855,9.09785,9.32267,58.76,230.0,86.5,1.0,1965,36.06,9.87235,855.0,2024-01-01 00:00:00
sidisaad,سيدي سعـــد,0.0,20,0.0,31.4932,0.0,2.29113,0.0,0.505959,7.94621,6.32314,22.8075,31.3445,133.317,270.0,209.0,1.0,1981,35.3901,9.69476,8950.0,2024-01-01 00:00:00
elhaouareb,هـــــــوارب,6.86095e-05,21,0.0,0.00576132,6.86095e-05,0.106799,0.0,0.0846,2.40507,2.29732,7.61825,0.592676,77.47,217.0,0.0,1.0,1989,35.5727,9.74681,1120.0,2024-01-01 00:00:00
sficifa,سفيسيفة,0.000448706,22,0.0,1.75385,0.000448706,0.367628,0.0,0.0,0.00757647,0.253928,1.10914,1.68487,7.71,677.8,4.24,1.0,2005,35.3413,9.07053,173.65,2024-01-01 00:00:00
sidiach,سيدي يعيــــش,0.0005175,23,0.0,1.337,0.0005175,0.213986,0.0,0.0,0.0295391,0.381024,1.3895,1.91932,88.0,541.0,88.0,1.0,1997,34.7468,8.74761,1900.0,2024-01-01 00:00:00
elbrek,البــــــــرك,0.0002442,24,0.0,0.06,0.0002442,0.123174,0.0,0.0,0.21066,0.104701,1.2948,0.06,16.0,849.0,16.0,1.0,2002,35.4705,8.96766,293.0,2024-01-01 00:00:00
bezirk,بزيـــــــغ,0.000245938,25,0.0,0.18606,0.000245938,0.168044,0.0,0.214,0.743096,0.229651,2.24007,0.5896,5.01,54.62,6.5,1.0,1959,36.7159,10.6262,86.0,2024-01-01 00:00:00
chiba,شيبـــــــة,9.73269e-07,26,0.0,0.000475792,9.73269e-07,0.000243425,0.0,0.0,1.11056,0.00948441,2.95115,0.00239247,5.045,77.88,7.8,1.0,1963,36.6923,10.7697,64.0,2024-01-01 00:00:00
masri,مصــــــري,0.00368577,27,0.0,3.35951,0.00368577,1.06835,0.0,0.958905,0.629791,0.393317,2.04011,5.1928,5.193,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2024-01-01 00:00:00
lebna,لبنــــــــة,0.0,28,0.0,0.844955,0.0,0.329676,0.0,0.0,3.68089,0.433775,7.42511,2.66629,23.3053,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2024-01-01 00:00:00
hma,الحمـــــى,0.0,29,0.0,0.600012,0.0,0.623963,0.0,0.0,0.402662,0.0736876,2.57769,0.263312,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2024-01-01 00:00:00
abid,العبيـــــــد,0.00911504,30,0.0,0.848959,0.00911504,0.202033,0.0,0.0,0.684393,0.213422,2.64388,1.00887,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2024-01-01 00:00:00
mellegue,مـــــلاق,0.0,1,0.031748,6.50019,2.0936,3.50135,1.25175,9.5722,12.5857,12.9115,85.2294,17.9574,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2023-12-31 00:00:00
sarrat,سراط,0.0,36,0.0,8.14903,0.816843,1.59944,0.0,0.429441,1.115,2.4883,8.749,4.8093,21.0,546.0,21.0,1.0,2016,49.9167,26.5833,1850.0,2023-12-31 00:00:00
benmetir,بنيمطيــر,0.0,2,0.03456,26.6672,8.34801,9.4494,1.07136,4.21632,6.3052,2.03708,10.0857,15.688,60.393,436.5,61.63,1.0,1954,36.7471,8.74188,103.0,2023-12-31 00:00:00
kasseb,كســاب,0.0548511,3,0.026784,11.2604,8.30689,8.69165,0.741664,4.42192,6.4007,3.22382,11.316,15.3266,76.9,292.04,81.875,1.0,1968,36.7614,9.0023,101.0,2023-12-31 00:00:00
barbara,بربرة,0.103994,4,0.09775,58.931,20.8299,27.2971,16.7605,21.55,14.0834,7.72713,21.7567,58.7632,64.7,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2023-12-31 00:00:00
sidisalem,سيدي ســــالم,0.428131,5,0.44066,178.361,28.7644,32.1828,7.30752,39.6549,27.5,14.9371,68.133,90.1525,580.35,115.0,814.0,1.0,1981,36.5907,9.39706,7950.0,2023-12-31 00:00:00
bouheurtma,بو هرتمـــــه,0.0709273,6,0.029463,36.3238,15.7415,16.6164,0.776448,7.36642,11.0394,7.49544,18.5031,22.1321,112.037,221.0,117.5,1.0,1976,36.6719,8.78758,390.0,2023-12-31 00:00:00
joumine,جوميــــــن,0.0729232,7,0.004372,18.0563,5.61069,6.23878,0.130618,0.701798,11.4611,4.58926,16.5278,20.9634,118.773,90.0,129.9,1.0,1983,36.9909,9.61373,418.0,2023-12-31 00:00:00
ghezala,غزالـــــــة,0.00369992,8,0.0,0.695724,0.229337,0.240153,0.0,1.0881,1.10257,0.185731,1.75185,2.87069,10.004,82.5,11.7,1.0,1984,37.0594,9.54582,48.0,2023-12-31 00:00:00
melah,المالح,0.0130664,33,0.05486,1.525,1.04538,1.15897,1.09157,4.36937,3.14,0.539032,7.14,1.7462,41.0,136.0,41.0,1.0,2015,37.0359,9.41093,85.9,2023-12-31 00:00:00
tine,الطين,0.00140629,34,0.0,2.6719,0.815269,1.04101,0.0,0.0,3.2,1.09702,6.92,2.2874,34.0,136.0,34.0,1.0,2017,36.8644,9.62805,276.0,2023-12-31 00:00:00
sejnane,سجنــــــان,0.036977,9,0.723654,37.0815,6.50903,9.60697,20.4865,94.2617,21.2763,8.40915,34.6579,67.6611,134.014,86.5,137.5,1.0,1994,37.181,9.47513,367.0,2023-12-31 00:00:00
zarga,الزرقة,0.00314502,10,0.0,18.09,5.49704,6.5263,0.0,1.41065,4.51,0.439489,6.64,11.3,24.0,93.0,24.0,1.0,2012,36.8824,8.69921,60.0,2023-12-31 00:00:00
kebir,الكبير,0.0138281,31,0.0,15.944,5.59192,6.71593,0.0,0.0,6.80823,0.997669,12.7176,5.924,64.4,85.0,64.4,1.0,2014,36.8751,8.71699,85.2,2023-12-31 00:00:00
moula,المولى,0.0,32,0.0663,22.844,3.072,3.99514,1.66407,5.75177,6.24764,0.763425,12.5549,25.0437,26.3,110.0,26.3,1.0,2013,36.9347,8.84504,58.0,2023-12-31 00:00:00
selbarrak,سيدي البــــراق,0.147351,11,0.49055,77.0664,25.9695,36.143,12.491,48.573,48.5986,19.9814,78.7983,157.948,286.514,27.0,286.514,1.0,1999,37.0261,8.93618,865.0,2023-12-31 00:00:00
ziatine,الزياتين,0.0217715,12,0.046671,11.616,0.963211,2.70413,1.21916,4.49711,4.2,2.22954,9.45,14.559,33.0,37.0,33.0,1.0,2012,37.1856,9.20109,95.0,2023-12-31 00:00:00
gamgoum,القمقوم,0.00090647,13,0.038,14.9005,0.398146,0.826267,1.0172,2.34807,0.879225,0.957573,2.4619,17.1524,18.3,48.0,18.3,1.0,2012,37.1991,9.26906,35.5,2023-12-31 00:00:00
harka,الحركة,0.000861751,35,0.0,7.082,0.451083,2.78274,0.0,14.1918,4.46,1.92094,9.46,25.1413,30.3,38.4,30.3,1.0,2016,37.0605,9.23982,77.0,2023-12-31 00:00:00
siliana,سليانـــــــة,0.00583567,14,0.0,7.82169,2.50288,3.42503,0.0242,0.0712,2.7873,3.03755,12.5706,4.84453,33.4411,388.5,70.0,1.0,1987,36.1571,9.35208,1040.0,2023-12-31 00:00:00
lakhmess,لخمـــــــاس,0.00096332,15,0.000153,1.91133,0.159066,0.390089,0.009507,0.926915,1.02877,0.525722,4.43562,4.67422,7.22,517.06,8.22,1.0,1966,35.9952,9.47242,127.0,2023-12-31 00:00:00
rmil,الرميـــــــل,0.000830625,16,0.0,0.6794,0.249441,0.336585,0.00216,0.006948,0.531318,0.204936,4.19869,0.3724,2.0,285.0,4.0,1.0,2002,36.302,9.50269,232.0,2023-12-31 00:00:00
birmcherga,بئر المشارقـــة,0.00517215,17,0.0012,12.9584,5.80775,6.03029,0.08718,0.781384,2.72113,1.32624,10.072,13.4447,41.599,122.5,52.9,1.0,1971,36.5112,10.0114,1263.0,2023-12-31 00:00:00
rmel,الرمــــــل,0.0,18,0.00625,5.74048,5.6383,5.80074,0.099964,0.099964,3.72595,0.837683,8.99626,0.900043,23.83,43.0,22.0,1.0,1998,36.3318,10.3597,675.0,2023-12-31 00:00:00
nebhana,نبهانــــــة,0.00206695,19,0.0,3.23362,0.790858,1.11407,0.014,0.630347,2.07825,1.37855,8.99001,9.34246,58.76,230.0,86.5,1.0,1965,36.06,9.87235,855.0,2023-12-31 00:00:00
sidisaad,سيدي سعـــد,0.00874312,20,0.0,31.5676,0.992108,2.29113,0.0,0.505959,2.31947,6.31073,22.5512,31.3445,133.317,270.0,209.0,1.0,1981,35.3901,9.69476,8950.0,2023-12-31 00:00:00
elhaouareb,هـــــــوارب,7.26454e-05,21,0.0,0.00576132,0.0210447,0.10673,0.01872,0.0846,1.03829,2.29732,7.54066,0.613558,77.47,217.0,0.0,1.0,1989,35.5727,9.74681,1120.0,2023-12-31 00:00:00
sficifa,سفيسيفة,0.0,22,0.0,1.75385,0.345607,0.367179,0.0,0.0,0.00660907,0.253928,1.10889,1.70211,7.71,677.8,4.24,1.0,2005,35.3413,9.07053,173.65,2023-12-31 00:00:00
sidiach,سيدي يعيــــش,0.0005175,23,0.0,1.337,0.023805,0.213469,0.0,0.0,0.0228169,0.378036,1.38855,1.91932,88.0,541.0,88.0,1.0,1997,34.7468,8.74761,1900.0,2023-12-31 00:00:00
elbrek,البــــــــرك,0.0002442,24,0.0,0.06,0.010442,0.12293,0.0,0.0,0.1689,0.104273,1.288,0.06,16.0,849.0,16.0,1.0,2002,35.4705,8.96766,293.0,2023-12-31 00:00:00
bezirk,بزيـــــــغ,0.000409439,25,0.0,0.18606,0.114542,0.167799,0.0,0.214,0.687431,0.229504,2.2161,0.5896,5.01,54.62,6.5,1.0,1959,36.7159,10.6262,86.0,2023-12-31 00:00:00
chiba,شيبـــــــة,9.19198e-07,26,0.0,0.000475792,3.62813e-05,0.000242452,0.0,0.0,0.969385,0.00947746,2.91533,0.00239247,5.045,77.88,7.8,1.0,1963,36.6923,10.7697,64.0,2023-12-31 00:00:00
masri,مصــــــري,0.000190625,27,0.0,3.32653,0.826932,1.06466,0.023875,0.958905,0.629791,0.393317,2.01979,5.20104,5.193,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2023-12-31 00:00:00
lebna,لبنــــــــة,0.00125771,28,0.0,0.854458,0.117434,0.329676,0.0,0.0,3.14368,0.433775,7.30637,2.6828,23.3053,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2023-12-31 00:00:00
hma,الحمـــــى,0.000526994,29,0.0,0.605517,0.623767,0.623963,0.0,0.0,1.76526,0.0736876,2.5647,0.265552,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2023-12-31 00:00:00
abid,العبيـــــــد,0.0,30,0.0,0.840092,0.121096,0.192918,0.0,0.0,1.06848,0.213212,2.6218,1.00887,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2023-12-31 00:00:00
mellegue,مـــــلاق,0.0158774,1,0.03,6.53348,2.0936,3.50135,1.22,9.54045,12.5857,12.8437,84.8234,18.0273,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2023-12-30 00:00:00
sarrat,سراط,0.00113365,36,0.0,8.16435,0.816843,1.59944,0.0,0.429441,1.115,2.48015,8.71303,4.85193,21.0,546.0,21.0,1.0,2016,49.9167,26.5833,1850.0,2023-12-30 00:00:00
benmetir,بنيمطيــر,0.0175289,2,0.03456,26.7592,8.34801,9.4494,1.0368,4.18176,6.3052,2.03708,9.88228,15.7521,60.393,436.5,61.63,1.0,1954,36.7471,8.74188,103.0,2023-12-30 00:00:00
kasseb,كســاب,0.0550475,3,0.026784,11.2337,8.25203,8.6368,0.71488,4.39514,6.4007,3.22235,11.1096,15.4176,76.9,292.04,81.875,1.0,1968,36.7614,9.0023,101.0,2023-12-30 00:00:00
barbara,بربرة,0.142979,4,0.0956,58.931,20.7259,27.1931,16.6627,21.4522,14.0834,7.70547,21.3024,58.8394,64.7,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2023-12-30 00:00:00
sidisalem,سيدي ســــالم,0.273625,5,0.0432,178.361,28.3363,31.7547,6.86686,39.2142,27.5,14.8053,67.2459,89.9723,580.35,115.0,814.0,1.0,1981,36.5907,9.39706,7950.0,2023-12-30 00:00:00
bouheurtma,بو هرتمـــــه,0.0260421,6,0.029608,36.1931,15.6706,16.5455,0.746985,7.33696,11.0394,7.49544,18.147,22.1321,112.037,221.0,117.5,1.0,1976,36.6719,8.78758,390.0,2023-12-30 00:00:00
joumine,جوميــــــن,0.0719384,7,0.004372,17.9901,5.53777,6.16586,0.126246,0.697426,11.4611,4.58328,16.1581,21.0571,118.773,90.0,129.9,1.0,1983,36.9909,9.61373,418.0,2023-12-30 00:00:00
ghezala,غزالـــــــة,0.00370414,8,0.0,0.692433,0.225637,0.236453,0.0,1.0881,1.10257,0.181404,1.71628,2.87069,10.004,82.5,11.7,1.0,1984,37.0594,9.54582,48.0,2023-12-30 00:00:00
melah,المالح,0.0175136,33,0.05366,1.567,1.03231,1.14591,1.03671,4.31451,3.14,0.539032,7.03871,1.7518,41.0,136.0,41.0,1.0,2015,37.0359,9.41093,85.9,2023-12-30 00:00:00
tine,الطين,0.00140629,34,0.0,2.6719,0.813863,1.0396,0.0,0.0,3.2,1.09576,6.81677,2.2874,34.0,136.0,34.0,1.0,2017,36.8644,9.62805,276.0,2023-12-30 00:00:00
sejnane,سجنــــــان,0.0,9,0.693406,37.224,6.47205,9.57,19.7629,93.5381,21.2763,8.39285,33.9715,67.815,134.014,86.5,137.5,1.0,1994,37.181,9.47513,367.0,2023-12-30 00:00:00
zarga,الزرقة,0.00280806,10,0.0,18.09,5.4939,6.52315,0.0,1.41065,4.51,0.439489,6.49452,11.31,24.0,93.0,24.0,1.0,2012,36.8824,8.69921,60.0,2023-12-30 00:00:00
kebir,الكبير,0.0127806,31,0.0,15.9316,5.57809,6.7021,0.0,0.0,6.80823,0.996758,12.498,5.924,64.4,85.0,64.4,1.0,2014,36.8751,8.71699,85.2,2023-12-30 00:00:00
moula,المولى,0.0,32,0.0555,22.916,3.072,3.99514,1.59777,5.68547,6.24764,0.762073,12.3534,25.0437,26.3,110.0,26.3,1.0,2013,36.9347,8.84504,58.0,2023-12-30 00:00:00
selbarrak,سيدي البــــراق,0.112204,11,0.44065,77.36,25.8222,35.9956,12.0005,48.0824,48.5986,19.9814,77.2306,158.57,286.514,27.0,286.514,1.0,1999,37.0261,8.93618,865.0,2023-12-30 00:00:00
ziatine,الزياتين,0.0143729,12,0.039268,11.6433,0.941439,2.68236,1.17249,4.45044,4.2,2.21488,9.31452,14.599,33.0,37.0,33.0,1.0,2012,37.1856,9.20109,95.0,2023-12-30 00:00:00
gamgoum,القمقوم,0.0,13,0.0328,14.9381,0.397239,0.82536,0.9792,2.31007,0.879225,0.956538,2.43354,17.1524,18.3,48.0,18.3,1.0,2012,37.1991,9.26906,35.5,2023-12-30 00:00:00
